Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
MVT,"Blackrock MuniVest Fund II, Inc.",15.2,$321.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvt,
MYC,"Blackrock MuniYield California Fund, Inc.",14.75,$315.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myc,
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.66,$504.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mca,
MYD,"Blackrock MuniYield Fund, Inc.",14.49,$677.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myd,
MYF,Blackrock MuniYield Investment Fund,15.21,$207.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myf,
MFT,Blackrock MuniYield Investment QualityFund,13.87,$117.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mft,
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.61,$402.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miy,
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.29,$218.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myj,
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.99,$514.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myn,
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.16,$189.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpa,
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.75,$287.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mqt,
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.85,$941.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi,
MQY,"Blackrock MuniYield Quality Fund, Inc.",14.85,$455.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mqy,
BNJ,BlackRock New Jersey Municipal Income Trust,14.83,$113.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bnj,
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,14.38,$186.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bny,
BLH,Blackrock New York Municipal 2018 Term Trust,14.84,$53.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/blh,
BQH,Blackrock New York Municipal Bond Trust,14.11,$39.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bqh,
BSE,Blackrock New York Municipal Income Quality Trust,13.2,$86.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bse,
BCX,BlackRock Resources,8.63,$854.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcx,
BST,BlackRock Science and Technology Trust,20.77,$467.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bst,
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.4463,$98.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bsd,
BUI,BlackRock Utility and Infrastructure Trust,20.18,$341.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bui,
BLK,"BlackRock, Inc.",380.8,$62.39B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk,
BGB,Blackstone / GSO Strategic Credit Fund,15.94,$711.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgb,
BGX,Blackstone GSO Long Short Credit Income Fund,16.06,$204M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgx,
BSL,Blackstone GSO Senior Floating Rate Term Fund,18.15,$276.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bsl,
BCRH,Blue Capital Reinsurance Holdings Ltd.,19.25,$168.55M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bcrh,
BXC,BlueLinx Holdings Inc.,8.6,$77.48M,n/a,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/bxc,
BWP,Boardwalk Pipeline Partners L.P.,18.47,$4.62B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/bwp,
BA,Boeing Company (The),178.7,$108.66B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba,
BCC,"Boise Cascade, L.L.C.",28.85,$1.11B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc,
BCEI,"Bonanza Creek Energy, Inc.",1.02,$50.67M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bcei,
BOOT,"Boot Barn Holdings, Inc.",9.34,$247.93M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/boot,
BAH,Booz Allen Hamilton Holding Corporation,34.97,$5.24B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah,
BWA,BorgWarner Inc.,38.69,$8.24B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa,
SAM,"Boston Beer Company, Inc. (The)",141.95,$1.77B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/sam,
BXP,"Boston Properties, Inc.",133.85,$20.59B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp,
BXP^B,"Boston Properties, Inc.",25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxp^b,
BSX,Boston Scientific Corporation,24.63,$33.72B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx,
BOX,"Box, Inc.",16.56,$2.16B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box,
BYD,Boyd Gaming Corporation,21.84,$2.47B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd,
BP,BP p.l.c.,34.79,$109.69B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp,
BPT,BP Prudhoe Bay Royalty Trust,21.1,$451.54M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt,
BERY,BPC Acquisition Corp,47.52,$6.12B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery,
BRC,Brady Corporation,38.15,$1.95B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc,
BDN^E.CL,Brandywine Realty Tr,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdn^e.cl,
BDN,Brandywine Realty Trust,16.37,$2.87B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn,
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.9199,$228.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnd,
BAK,Braskem S.A.,21.19,$8.44B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak,
BRFS,BRF S.A.,12.41,$9.92B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/brfs,
BPI,"Bridgepoint Education, Inc.",10.93,$310.92M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi,
BGG,Briggs & Stratton Corporation,21.6,$924.62M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg,
BFAM,Bright Horizons Family Solutions Inc.,70.56,$4.2B,n/a,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam,
EAT,"Brinker International, Inc.",42.79,$2.09B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat,
BCO,Brink&#39;s Company (The),53.65,$2.7B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco,
BMY,Bristol-Myers Squibb Company,54.14,$89.2B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy,
BRS,Bristow Group Inc,14.76,$518.01M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/brs,
BRX,Brixmor Property Group Inc.,21.14,$6.45B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx,
BR,"Broadridge Financial Solutions, Inc.",66.94,$7.92B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br,
BKD,Brookdale Senior Living Inc.,13.03,$2.42B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/bkd,
BAM,Brookfield Asset Management Inc,36.7,$36.26B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam,
BBU,Brookfield Business Partners L.P.,24.5142,$1.27B,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bbu,
BOXC,Brookfield Canada Office Properties,23.48,$620.5M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/boxc,
DTLA^,Brookfield DTLA Inc.,24.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtla^,
INF,Brookfield Global Listed Infrastructure Income Fund,13.2,$182.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inf,
BIP,Brookfield Infrastructure Partners LP,38.34,$10.26B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip,
BPY,Brookfield Property Partners L.P.,22.12,$5.66B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy,
RA,Brookfield Real Assets Income Fund Inc.,22.94,$837.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ra,
BEP,Brookfield Renewable Partners L.P.,29.42,$4.91B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bep,
BRO,"Brown & Brown, Inc.",41.62,$5.84B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/bro,
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.a,
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.b,
BRT,BRT Apartments Corp.,8.3,$116.57M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt,
BC,Brunswick Corporation,58.26,$5.21B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bc,
BT,BT Group plc,19.71,$39.26B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt,
BPL,Buckeye Partners L.P.,69,$9.69B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bpl,
BKE,"Buckle, Inc. (The)",17.05,$832.87M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke,
BVN,Buenaventura Mining Company Inc.,12.51,$3.18B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn,
BBW,"Build-A-Bear Workshop, Inc.",8.6,$137.63M,n/a,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw,
BG,Bunge Limited,78.25,$10.92B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bg,
BURL,"Burlington Stores, Inc.",93.7,$6.58B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl,
BWXT,"BWX Technologies, Inc.",47.44,$4.73B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bwxt,
BCR,"C.R. Bard, Inc.",248.4,$17.96B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr,
GYB,CABCO Series 2004-101 Trust,22.04,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb,
PFH,CABCO Series 2004-101 Trust,18.13,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh,
CAB,Cabela&#39;s Inc,53.45,$3.66B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab,
CABO,"Cable One, Inc.",636.56,$3.64B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cabo,
CBT,Cabot Corporation,59.41,$3.69B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt,
COG,Cabot Oil & Gas Corporation,24.58,$11.44B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog,
CACI,"CACI International, Inc.",113.35,$2.77B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci,
CAE,CAE Inc,15.17,$4.07B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cae,
CAI,"CAI International, Inc.",15.06,$287M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/cai,
CAA,"CalAtlantic Group, Inc.",37.03,$4.24B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/caa,
CAL,"Caleres, Inc.",25.54,$1.1B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/cal,
CCC,Calgon Carbon Corporation,14.05,$713.12M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc,
CRC,California Resources Corporation,15.11,$642.95M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crc,
CWT,California Water  Service Group Holding,35.4,$1.7B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt,
CALX,"Calix, Inc",6.65,$329.77M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx,
ELY,Callaway Golf Company,10.96,$1.03B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely,
CPE,Callon Petroleum Company,13.41,$2.7B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe,
CPE^A,Callon Petroleum Company,52.7004,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a,
CPN,Calpine Corporation,10.91,$3.94B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn,
CBM,Cambrex Corporation,55.35,$1.88B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm,
CPT,Camden Property Trust,80.94,$7.33B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt,
CCJ,Cameco Corporation,11.1,$4.39B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj,
CPB,Campbell Soup Company,56.78,$17.28B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb,
CWH,"Camping World Holdings, Inc.",28.73,$2.33B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cwh,
GOOS,Canada Goose Holdings Inc.,16.08,$369.84M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/goos,
CM,Canadian Imperial Bank of Commerce,86.46,$34.56B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm,
CNI,Canadian National Railway Company,73.82,$56.15B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni,
CNQ,Canadian Natural Resources Limited,33.26,$37B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq,
CP,Canadian Pacific Railway Limited,148.64,$21.79B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp,
CAJ,"Canon, Inc.",31.63,$34.54B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj,
CMD,Cantel Medical Corp.,77.69,$3.24B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd,
COF,Capital One Financial Corporation,85.26,$41.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof,
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws,
COF^C,Capital One Financial Corporation,26.2386,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c,
COF^D,Capital One Financial Corporation,27.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d,
COF^F,Capital One Financial Corporation,26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f,
COF^G,Capital One Financial Corporation,23.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^g,
COF^H,Capital One Financial Corporation,25.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^h,
COF^P,Capital One Financial Corporation,25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p,
CSU,Capital Senior Living Corporation,13.72,$412.08M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu,
BXMT,"Capital Trust, Inc.",30.9,$2.93B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt,
CLA,Capitala Finance Corp.,25.4319,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cla,
CMO,Capstead Mortgage Corporation,10.55,$1.01B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo,
CMO^E,Capstead Mortgage Corporation,24.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e,
CRR,"Carbo Ceramics, Inc.",12.15,$329.77M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr,
CAH,"Cardinal Health, Inc.",80.42,$25.37B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah,
CCP,"Care Capital Properties, Inc.",27.04,$2.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp,
CRCM,"Care.com, Inc.",11.87,$346.07M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm,
CSL,Carlisle Companies Incorporated,104.36,$6.74B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl,
KMX,CarMax Inc,55.82,$10.44B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,
CCL,Carnival Corporation,58.64,$44.02B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl,
CUK,Carnival Corporation,57.68,$41.91B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk,
CRS,Carpenter Technology Corporation,37.73,$1.76B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs,
CSV,"Carriage Services, Inc.",26.41,$440.01M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv,
CRI,"Carter&#39;s, Inc.",88.11,$4.28B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri,
CSLT,"Castlight Health, inc.",3.75,$395.23M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt,
CTLT,"Catalent, Inc.",27.86,$3.48B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt,
CTT           ,"CatchMark Timber Trust, Inc.",11.33,$439.34M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt,
CAT,"Caterpillar, Inc.",94.13,$55.21B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,
CATO,Cato Corporation (The),20.54,$546.46M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato,
CBZ,"CBIZ, Inc.",14,$756.41M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz,
CBL,"CBL & Associates Properties, Inc.",9.32,$1.59B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl,
CBL^D,"CBL & Associates Properties, Inc.",23.986,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d,
CBL^E,"CBL & Associates Properties, Inc.",23.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e,
CBO,CBO (Listing Market - NYSE - Networks A/E),19.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo,
IGR,CBRE Clarion Global Real Estate Income Fund,7.5,$874.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igr,
CBG,"CBRE Group, Inc.",32.8,$11.08B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg,
CBS,CBS Corporation,69.2,$28.34B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,
CBS.A,CBS Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs.a,
CBX,CBX (Listing Market NYSE Networks AE,1.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx,
CDI,CDI Corporation,8.2,$153.12M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi,
FUN,"Cedar Fair, L.P.",68.64,$3.86B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun,
CDR,"Cedar Realty Trust, Inc.",5.08,$434.55M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr,
CDR^B,"Cedar Realty Trust, Inc.",25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b,
CGI,"Celadon Group, Inc.",6.25,$176.87M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi,
CE,Celanese Corporation,91.74,$12.91B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce,
CLS,"Celestica, Inc.",14.57,$1.81B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls,
CEL,"Cellcom Israel, Ltd.",10.45,$1.05B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel,
CPAC,Cementos Pacasmayo S.A.A.,11.19,$2.19B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac,
CX,Cemex S.A.B. de C.V.,9.37,$13.12B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx,
CNCO,Cencosud S.A.,9.26,$8.77B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco,
CVE,Cenovus Energy Inc,11.08,$9.23B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve,
CNC,Centene Corporation,69.77,$12.01B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc,
CEN,Center Coast MLP & Infrastructure Fund,12.68,$263.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cen,
CNP,"CenterPoint Energy, Inc.",27.77,$11.97B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp,
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,5.55,$7.51B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr,
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebr.b,
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",21.21,$164.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee,
CCS,"Century Communities, Inc.",25.35,$560.78M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs,
CTL,"CenturyLink, Inc.",23.96,$13.1B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl,
CVO,Cenveo Inc,4.74,$40.54M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cvo,
CF,"CF Industries Holdings, Inc.",29.23,$6.82B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf,
CGG,CGG,7.09,$156.92M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg,
GIB,"CGI Group, Inc.",47.43,$12.52B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib,
ECOM          ,ChannelAdvisor Corporation,10.95,$287.43M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom,
CRL,"Charles River Laboratories International, Inc.",88.1,$4.2B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl,
CLDT,Chatham Lodging Trust (REIT),19.4,$744.95M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt,
CMCM,Cheetah Mobile Inc.,10.65,$1.52B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm,
CHGG,"Chegg, Inc.",8.45,$775.97M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg,
CHE,Chemed Corp.,183.23,$2.99B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che,
CC,Chemours Company (The),38.19,$7.02B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc,
CHMT,Chemtura Corp.,33.35,$2.11B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt,
CHMI,Cherry Hill Mortgage Investment Corporation,17.48,$222M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi,
CHK,Chesapeake Energy Corporation,6.32,$5.73B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk,
CHK^D,Chesapeake Energy Corporation,60.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d,
CHKR,Chesapeake Granite Wash Trust,2.75,$128.56M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr,
CHSP,Chesapeake Lodging Trust,23.4,$1.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp,
CHSP^A,Chesapeake Lodging Trust,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a,
CPK,Chesapeake Utilities Corporation,69.75,$1.14B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk,
CVX,Chevron Corporation,108.66,$205.7B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,
CBI,Chicago Bridge & Iron Company N.V.,30.19,$3.04B,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi,
CHS,"Chico&#39;s FAS, Inc.",13.16,$1.68B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs,
CIM,Chimera Investment Corporation,20.34,$3.82B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim,
CIM^A,Chimera Investment Corporation,25.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^a,
CIM^B,Chimera Investment Corporation,25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^b,
CO,China Cord Blood Corporation,6.37,$465.03M,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co,
STV,"China Digital TV Holding Co., Ltd.",1.29,$82.72M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv,
DL,China Distance Education Holdings Limited,10.21,$336.56M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl,
CEA,China Eastern Airlines Corporation Ltd.,28.88,$8.36B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea,
CHN,"China Fund, Inc. (The)",16.96,$266.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn,
CGA,"China Green Agriculture, Inc.",1.27,$48.94M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga,
LFC,China Life Insurance Company Limited,15.44,$87.28B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc,
CHL,China Mobile (Hong Kong) Ltd.,55.81,$228.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl,
